1/28/2016,
12:25 PM,
Sampling Frequency:,10Hz 
Group:,TA
Extensometer:,E85191
Sample:,T0 Aluminum
Sample width [inch]:,0.494
Sample thickness [inch]:,0.119
--------,--------
,
Extensometer,Load
[Inches],[Lbs]
0.50163,826
0.50187,826.2
0.50212,825.8
0.50237,825.6
0.50264,825
0.50286,824.6
0.50315,824.3
0.50337,825.4
0.50364,824.4
0.50389,824.3
0.50413,823.9
0.50438,823.2
0.50464,823.8
0.50487,824.4
0.50513,823.2
0.50537,823.7
0.50562,824.1
0.50587,822.8
0.50613,823.3
0.50638,822
0.50664,822.6
0.5069,822.3
0.50711,821.9
0.50739,822
0.50763,820.9
0.50788,821.5
0.50815,821.1
0.50839,820.8
0.50862,820.9
0.50887,820
0.50912,819.7
0.50938,818.8
0.50963,819.3
0.50989,819
0.51014,818.1
0.51037,818
0.51062,818.5
0.51086,818.5
0.51112,818.5
0.51138,817.6
0.51163,817.9
0.51188,817.7
0.51212,817.1
0.51239,817.1
0.51265,817.4
0.5129,817.1
0.51314,816.4
0.5134,815.6
0.51365,816.2
0.51389,816.2
0.51416,815.3
0.51441,814.3
0.51467,813.4
0.51491,814.2
0.51515,814.6
0.51541,813
0.51566,812.7
0.51591,812.4
0.51616,812.6
0.51639,813
0.51665,812.4
0.51689,812.1
0.51712,812
0.51739,812
0.51763,811.8
0.51788,810.5
0.51815,811.4
0.51839,811.1
0.51864,810
0.51889,808.6
0.51916,810.1
0.51938,809.2
0.51963,808.4
0.51989,808.8
0.52015,808
0.5204,807.9
0.52065,807.5
0.5209,807.3
0.52115,807.8
0.52139,807
0.52165,806.3
0.52189,805.7
0.52215,805.5
0.52238,804.3
0.52265,804.5
0.52288,804.3
0.52314,804.4
0.52339,803.4
0.52365,804.6
0.52389,803
0.52414,802.7
0.5244,802.9
0.52464,802.1
0.52489,802.2
0.52514,801.5
0.52541,801.2
0.52566,801.2
0.5259,799.5
0.52616,799.4
0.52642,799.5
0.52667,799.5
0.52693,797.9
0.52717,798.3
0.52741,797.7
0.52766,798
0.52792,796.9
0.52817,797
0.52843,796.2
0.52866,796.2
0.52893,796.1
0.52916,794.9
0.52944,794.7
0.52967,794.2
0.52992,793.9
0.53018,793.9
0.53042,794.3
0.53067,792.9
0.53091,793
0.53117,791.4
0.53144,791.6
0.53168,791.2
0.53192,790.3
0.53218,790.7
0.53242,790.6
0.53269,789.1
0.53294,789.3
0.53319,788.7
0.53344,788.6
0.53368,788.6
0.53392,787.1
0.53419,787.6
0.53445,787.1
0.53468,786.3
0.53493,786.1
0.53518,785.9
0.53545,785.3
0.53569,784
0.53591,783.2
0.53615,783.5
0.53635,783.3
0.53659,782.3
0.53678,782.3
0.53698,782.5
0.53718,781.7
0.53737,781.5
0.53754,780.4
0.53772,780.4
0.53789,779.7
0.53807,778.7
0.53823,778.9
0.53837,779
0.53854,778.8
0.53871,777.4
0.53887,778.7
0.539,777.1
0.53915,776.9
0.5393,776.7
0.53946,776.2
0.53961,776.8
0.53976,776.3
0.53989,776.2
0.54006,775.1
0.54022,774.9
0.54036,775.1
0.54053,774.5
0.54069,774.1
0.54084,773
0.541,772.6
0.54115,773.4
0.5413,772.5
0.54145,773.1
0.54162,773.4
0.54176,772
0.5419,772.1
0.54206,771.8
0.5422,771.3
0.54237,769.8
0.54252,770
0.54269,769.5
0.54281,769.6
0.54299,768
0.5431,768.1
0.54326,768.3
0.54341,767.7
0.54358,766.8
0.54374,766.8
0.54387,767.7
0.54404,766.7
0.54418,766.6
0.54432,766.4
0.54448,765.1
0.54461,765.4
0.54476,765.2
0.54491,765.2
0.54507,763.3
0.54521,763.7
0.54536,763.1
0.54551,764
0.54566,763.2
0.54582,762.3
0.54596,762.7
0.54611,761.8
0.54627,761.8
0.54641,760.6
0.54657,760.7
0.54672,760.2
0.54687,760.5
0.54702,758.4
0.54718,759
0.54731,758.4
0.54746,758.4
0.54762,758.1
0.54776,757.1
0.5479,758
0.54806,756.8
0.54821,757.3
0.54837,755.5
0.5485,755.8
0.54866,755.9
0.54881,755.3
0.54895,754.5
0.54911,754.1
0.54926,754
0.54942,753.2
0.54955,753.2
0.54972,752.6
0.54987,753.2
0.55002,752
0.55017,751.6
0.55032,751.6
0.55049,751.3
0.55062,751.9
0.55076,750.4
0.55093,749.7
0.55108,748.5
0.55123,749.5
0.55136,748.7
0.55152,747.1
0.55166,748.1
0.55181,747.3
0.55197,747.8
0.55212,746.8
0.55228,745.8
0.55242,746
0.55257,746
0.55272,745.3
0.55288,744.6
0.55303,744.3
0.55318,743.9
0.55331,743.6
0.55348,742.6
0.55363,742.8
0.55379,742.4
0.55393,741.9
0.55407,741.5
0.55424,740.9
0.55439,739.9
0.55454,740.1
0.55468,738.6
0.55485,738.7
0.55499,739.6
0.55516,738.1
0.55532,737.3
0.55547,737.3
0.55563,736.4
0.55577,736.5
0.55594,736.3
0.55607,736.1
0.55622,735.1
0.55635,734.1
0.55653,733.7
0.55667,733.5
0.55681,733.5
0.55698,732.5
0.55713,732.8
0.55729,732.3
0.55744,731.3
0.55758,731.6
0.55774,730.8
0.5579,730.6
0.55805,729.4
0.55821,729.3
0.55836,728.2
0.55849,728.7
0.55865,727.7
0.55881,727.9
0.55895,727.9
0.55911,727.3
0.55927,725.8
0.55941,724.5
0.55956,725.8
0.55971,724.9
0.55986,724.1
0.56001,723.2
0.56016,721.7
0.56032,723
0.56045,722.9
0.56061,721.3
0.56075,721.2
0.56091,720.5
0.56108,719.5
0.56123,719.5
0.56136,718.8
0.56151,717.6
0.56168,718.2
0.56181,717.5
0.56199,717.3
0.56213,716.4
0.56228,716.1
0.56242,715.6
0.56256,715
0.56272,714.7
0.5629,714.2
0.56305,713.7
0.56319,713.2
0.56335,712.6
0.56352,711.7
0.56369,710.5
0.56384,710.4
0.564,709.2
0.56415,709.1
0.5643,709.1
0.56445,707.8
0.56461,707.2
0.56476,706.6
0.5649,706.8
0.56507,705.4
0.56524,705.2
0.56538,704.7
0.56553,703.7
0.56569,703.4
0.56585,703.9
0.56599,702.4
0.56614,701.1
0.56629,700.2
0.56644,700.4
0.5666,699.8
0.56674,698.5
0.56691,699
0.56707,697.7
0.56722,697.5
0.56736,696.3
0.56751,695.6
0.56768,695.8
0.56783,694
0.56801,695.1
0.56814,693.9
0.56829,694.7
0.56845,692.4
0.56859,692.4
0.56875,692.1
0.56889,691.4
0.56907,690.6
0.56921,690.1
0.56937,688.8
0.56951,688
0.56966,687.3
0.56983,687.5
0.56997,686.5
0.5701,686.3
0.57027,684.2
0.57043,685.1
0.57057,683.6
0.57073,682.7
0.57088,682.3
0.57103,681.2
0.57121,681.5
0.57136,680.5
0.57152,679.8
0.57168,679.7
0.57182,679.2
0.57197,678.1
0.57213,676.5
0.57229,677
0.57245,675.7
0.5726,673.9
0.57275,674.4
0.57291,672.7
0.57308,672
0.57324,671.8
0.57339,671.8
0.57353,670.8
0.5737,669.8
0.57385,669.4
0.574,667
0.57417,667.6
0.57431,666
0.57447,665.8
0.57464,664.9
0.57477,664
0.57493,663.9
0.5751,662
0.57525,662.2
0.57543,661.3
0.57559,661
0.57573,659.8
0.57588,658.7
0.57604,658.1
0.57619,657.7
0.57634,656
0.5765,655
0.57665,654.7
0.57681,652.9
0.57697,653.1
0.57711,652.3
0.57728,652.2
0.57744,650.4
0.57761,649.1
0.57777,648.2
0.57791,647
0.57808,645.8
0.57825,645.7
0.5784,645.1
0.57856,644.1
0.57873,642.9
0.5789,642.2
0.57905,640.6
0.57922,639
0.57937,639.6
0.57953,637.6
0.57968,637.3
0.57983,636.4
0.57997,634.9
0.58012,633.9
0.58028,632.8
0.58045,632.7
0.58059,632.2
0.58076,630.2
0.58094,629.7
0.58108,627.6
0.58125,627.2
0.58141,626.4
0.58158,624.9
0.58176,623.3
0.58191,622.6
0.58208,621.8
0.58224,620
0.58239,618.4
0.58256,617.8
0.58272,616.8
0.58288,616.8
0.58305,614.2
0.58321,612.7
0.58337,612.1
0.58353,611
0.58368,610.8
0.58385,608.9
0.584,607.7
0.58416,606.7
0.58435,605
0.58451,603.2
0.58467,602.3
0.58486,600.2
0.58502,600.2
0.58519,597.8
0.58535,596.5
0.58552,594.9
0.5857,594.5
0.58586,591.6
0.58603,590.1
0.5862,589.1
0.58637,587.1
0.58654,585.4
0.58671,583.7
0.58688,581.8
0.58706,580.3
0.58724,577.4
0.58742,574.7
0.58769,566.2
0.58814,547.2
0.59019,455.1
0.59164,398.7
0.5924,379.7
0.59324,360.2
0.59411,341.6
0.59496,324.6
0.59572,309
0.59628,299.4
0.59679,290.7
0.59732,280.8
0.59788,272
0.59849,262.5
0.59903,253.4
0.59954,244.9
0.60001,238
0.60044,231.1
0.60075,226.1
0.60108,221
0.60143,216.1
0.60177,210.6
0.60208,207.2
0.60249,199.2
0.60291,194.9
0.60328,189.6
0.60367,184.1
0.60407,178.5
0.60445,172
0.60484,166.2
0.60524,159.9
0.60565,153.8
0.606,148.7
0.60631,144.3
0.6066,140.7
0.60687,138.7
0.60713,136.4
0.60738,133.2
0.60765,130.2
0.60793,126.4
0.60824,123.2
0.60851,119.2
0.60879,116.7
0.60904,115
0.60931,111.1
0.60959,108.4
0.60986,105.2
0.61012,102.9
0.61036,100.1
0.61059,98.5
0.61083,96.6
0.61107,93.4
0.61131,91.1
0.61153,88.2
0.61179,86.2
0.61203,83.8
0.61229,81.2
0.61253,78.5
0.61277,76.9
0.61303,72.6
0.61332,69.9
0.61358,67.3
0.61388,63.4
0.61415,60.4
0.61447,57.1
0.61481,52.6
0.61515,48
0.6155,43.5
0.61588,37.1
0.61625,34
0.61655,32.4
0.61683,29.3
0.61713,26.3
0.61739,23.5
0.61762,23
0.61786,21.4
0.61807,19.7
0.61829,19.3
0.61852,17.9
0.61875,16.7
0.61898,14.7
0.6193,13.1
0.61955,12
0.61974,12.4
0.61994,10.1
0.62013,9.8
0.62034,9.3
0.62056,7.8
0.62162,3.6
0.62205,2.5
0.62225,1.2
0.62238,1.4
0.62252,2.5
0.6227,0.2
0.62288,0.8
0.62304,0.2
0.6232,-0.4
0.62336,-0.5
0.62353,-1
0.62366,-1.1
0.62382,-0.5
0.62395,-0.7
0.62421,-0.6
0.62435,-0.8
0.62446,-0.8
0.6246,-0.7
0.62472,-1.4
0.62485,-0.9
0.625,-1
0.6252,-26.2
0.62523,-2
0.62525,-1
0.62526,-0.6
0.6253,0.2
0.62531,-1.2
0.62531,-1
0.62531,-1.6
0.62532,-1.1
0.62533,-1.5
0.62532,-1.3
0.62532,-0.9
0.62533,-0.4
0.62534,-0.9
0.62534,-0.4
0.62535,-0.9
0.62535,-1.6
0.62536,-1.7
0.62536,-1.1
0.62537,-0.7
0.62537,-1.5
0.62537,-1.1
0.62539,-0.8
0.62538,-1.4
0.62538,-1.3
0.62537,-1.5
0.62538,-1.4
0.62537,-0.4
0.62539,-0.3
0.62538,0
0.62539,-0.8
0.6254,-0.5
0.6254,-1.3
0.6254,-0.8
0.6254,-0.4
0.6254,-1.3
0.62539,-0.7
0.62542,-1.6
0.6254,-0.7
